기업,구분,항목,Dec-22,Dec-23,Dec-24,2025/12(E),2026/12(E),2027/12(E),23,24,25,26,27
제이스텍,연결,  컨센서스대비(%),,적전,,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
제이씨케미칼,연결,매출액(억원),"5,116.66","4,392.47","3,673.20",,,,-14%,-16%,-100%,#DIV/0!,#DIV/0!
제이씨케미칼,연결,  전년동기대비(%),30.22,-14.15,-16.38,,,,-147%,16%,-100%,#DIV/0!,#DIV/0!
제이씨케미칼,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이씨케미칼,연결,영업이익(억원),426.49,322.97,106.9,,,,-24%,-67%,-100%,#DIV/0!,#DIV/0!
제이씨케미칼,연결,  전년동기대비(%),7.22,-24.27,-66.9,,,,-436%,176%,-100%,#DIV/0!,#DIV/0!
제이씨케미칼,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이씨케미칼,연결,당기순이익(억원),191.87,211.25,56.47,,,,10%,-73%,-100%,#DIV/0!,#DIV/0!
제이씨케미칼,연결,  전년동기대비(%),-42.51,10.1,-73.27,,,,-124%,-825%,-100%,#DIV/0!,#DIV/0!
제이씨케미칼,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이씨현시스템,연결,매출액(억원),"2,005.64","2,115.62","2,639.00",,,,5%,25%,-100%,#DIV/0!,#DIV/0!
제이씨현시스템,연결,  전년동기대비(%),-24.44,5.48,24.74,,,,-122%,351%,-100%,#DIV/0!,#DIV/0!
제이씨현시스템,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이씨현시스템,연결,영업이익(억원),-23.7,-55.78,36.43,,,,135%,-165%,-100%,#DIV/0!,#DIV/0!
제이씨현시스템,연결,  전년동기대비(%),적전,적지,흑전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제이씨현시스템,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이씨현시스템,연결,당기순이익(억원),3.87,-25.8,20.76,,,,-767%,-180%,-100%,#DIV/0!,#DIV/0!
제이씨현시스템,연결,  전년동기대비(%),-97.58,적전,흑전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제이씨현시스템,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이아이테크,연결,매출액(억원),682.82,433.63,572.93,,,,-36%,32%,-100%,#DIV/0!,#DIV/0!
제이아이테크,연결,  전년동기대비(%),233.12,-36.49,32.12,,,,-116%,-188%,-100%,#DIV/0!,#DIV/0!
제이아이테크,연결,  컨센서스대비(%),,0.8,,-,-,-,#DIV/0!,-100%,#VALUE!,#VALUE!,#VALUE!
제이아이테크,연결,영업이익(억원),113.94,40.86,87.05,,,,-64%,113%,-100%,#DIV/0!,#DIV/0!
제이아이테크,연결,  전년동기대비(%),102.45,-64.14,113.04,,,,-163%,-276%,-100%,#DIV/0!,#DIV/0!
제이아이테크,연결,  컨센서스대비(%),,43.87,,-,-,-,#DIV/0!,-100%,#VALUE!,#VALUE!,#VALUE!
제이아이테크,연결,당기순이익(억원),109.24,32.9,80.8,,,,-70%,146%,-100%,#DIV/0!,#DIV/0!
제이아이테크,연결,  전년동기대비(%),130.51,-69.88,145.59,,,,-154%,-308%,-100%,#DIV/0!,#DIV/0!
제이아이테크,연결,  컨센서스대비(%),,17.5,,-,-,-,#DIV/0!,-100%,#VALUE!,#VALUE!,#VALUE!
제이앤드,연결,매출액(억원),5.13,8.23,6.64,,,,60%,-19%,-100%,#DIV/0!,#DIV/0!
제이앤드,연결,  전년동기대비(%),-4.11,60.43,-19.32,,,,-1570%,-132%,-100%,#DIV/0!,#DIV/0!
제이앤드,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이앤드,연결,영업이익(억원),0.33,-2.06,-8.64,,,,-724%,319%,-100%,#DIV/0!,#DIV/0!
제이앤드,연결,  전년동기대비(%),흑전,적전,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제이앤드,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이앤드,연결,당기순이익(억원),0.34,-2.02,-10.06,,,,-694%,398%,-100%,#DIV/0!,#DIV/0!
제이앤드,연결,  전년동기대비(%),흑전,적전,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제이앤드,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이앤티씨,연결,매출액(억원),"1,613.25","3,234.37","2,732.39","3,873","9,359","11,092",100%,-16%,42%,142%,19%
제이앤티씨,연결,  전년동기대비(%),-20.37,100.49,-15.52,41.74,141.65,18.52,-593%,-115%,-369%,239%,-87%
제이앤티씨,연결,  컨센서스대비(%),-7.23,-0.16,,-,-,-,-98%,-100%,#VALUE!,#VALUE!,#VALUE!
제이앤티씨,연결,영업이익(억원),-443.29,285.39,-460.91,343,"2,011","2,438",-164%,-262%,-174%,486%,21%
제이앤티씨,연결,  전년동기대비(%),적지,흑전,적전,흑전,486.3,21.23,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-96%
제이앤티씨,연결,  컨센서스대비(%),적지,-20.58,,-,-,-,#VALUE!,-100%,#VALUE!,#VALUE!,#VALUE!
제이앤티씨,연결,당기순이익(억원),-587.51,177.48,-334.01,308,"1,738","2,106",-130%,-288%,-192%,464%,21%
제이앤티씨,연결,  전년동기대비(%),적지,흑전,적전,흑전,464.29,21.17,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-95%
제이앤티씨,연결,  컨센서스대비(%),적지,-33.03,,-,-,-,#VALUE!,-100%,#VALUE!,#VALUE!,#VALUE!
제이에스링크,연결,매출액(억원),169.81,219.49,159.08,,,,29%,-28%,-100%,#DIV/0!,#DIV/0!
제이에스링크,연결,  전년동기대비(%),-26.14,29.26,-27.52,,,,-212%,-194%,-100%,#DIV/0!,#DIV/0!
제이에스링크,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이에스링크,연결,영업이익(억원),-51.47,-43.42,-91.12,,,,-16%,110%,-100%,#DIV/0!,#DIV/0!
제이에스링크,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제이에스링크,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이에스링크,연결,당기순이익(억원),-80.78,-55.96,-108.02,,,,-31%,93%,-100%,#DIV/0!,#DIV/0!
제이에스링크,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제이에스링크,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이에스코퍼레이션,연결,매출액(억원),"9,750.66","8,627.65","11,174.99","14,128","15,738","17,045",-12%,30%,26%,11%,8%
제이에스코퍼레이션,연결,  전년동기대비(%),-1.21,-11.52,29.53,26.43,11.4,8.3,852%,-356%,-10%,-57%,-27%
제이에스코퍼레이션,연결,  컨센서스대비(%),,-0.72,,-,-,-,#DIV/0!,-100%,#VALUE!,#VALUE!,#VALUE!
제이에스코퍼레이션,연결,영업이익(억원),814.75,840.42,"1,212.56","1,523","1,704","1,862",3%,44%,26%,12%,9%
제이에스코퍼레이션,연결,  전년동기대비(%),33.63,3.15,44.28,25.6,11.88,9.27,-91%,1306%,-42%,-54%,-22%
제이에스코퍼레이션,연결,  컨센서스대비(%),,-0.35,,-,-,-,#DIV/0!,-100%,#VALUE!,#VALUE!,#VALUE!
제이에스코퍼레이션,연결,당기순이익(억원),645.85,"1,098.05","1,021.99",928,"1,078","1,218",70%,-7%,-9%,16%,13%
제이에스코퍼레이션,연결,  전년동기대비(%),33.73,70.02,-6.93,-9.2,16.16,12.99,108%,-110%,33%,-276%,-20%
제이에스코퍼레이션,연결,  컨센서스대비(%),,74.29,,-,-,-,#DIV/0!,-100%,#VALUE!,#VALUE!,#VALUE!
제이에스티나,연결,매출액(억원),778.8,753.62,744.34,,,,-3%,-1%,-100%,#DIV/0!,#DIV/0!
제이에스티나,연결,  전년동기대비(%),15.66,-3.23,-1.23,,,,-121%,-62%,-100%,#DIV/0!,#DIV/0!
제이에스티나,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이에스티나,연결,영업이익(억원),25.81,-5.83,-26.03,,,,-123%,346%,-100%,#DIV/0!,#DIV/0!
제이에스티나,연결,  전년동기대비(%),90.34,적전,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제이에스티나,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이에스티나,연결,당기순이익(억원),13.08,7.92,-14.95,,,,-39%,-289%,-100%,#DIV/0!,#DIV/0!
제이에스티나,연결,  전년동기대비(%),-92.57,-39.45,적전,,,,-57%,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제이에스티나,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이엔비,연결,매출액(억원),165.5,153.13,160.33,,,,-7%,5%,-100%,#DIV/0!,#DIV/0!
제이엔비,연결,  전년동기대비(%),13.29,-7.47,4.7,,,,-156%,-163%,-100%,#DIV/0!,#DIV/0!
제이엔비,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이엔비,연결,영업이익(억원),50.26,32.89,33.65,,,,-35%,2%,-100%,#DIV/0!,#DIV/0!
제이엔비,연결,  전년동기대비(%),51.93,-34.56,2.31,,,,-167%,-107%,-100%,#DIV/0!,#DIV/0!
제이엔비,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이엔비,연결,당기순이익(억원),52.2,-25.43,19.87,,,,-149%,-178%,-100%,#DIV/0!,#DIV/0!
제이엔비,연결,  전년동기대비(%),0.93,적전,흑전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제이엔비,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이엔케이글로벌,연결,매출액(억원),"1,971.04","1,667.06","1,386.38",,,,-15%,-17%,-100%,#DIV/0!,#DIV/0!
제이엔케이글로벌,연결,  전년동기대비(%),50.17,-15.42,-16.84,,,,-131%,9%,-100%,#DIV/0!,#DIV/0!
제이엔케이글로벌,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이엔케이글로벌,연결,영업이익(억원),69.27,41.38,36.42,,,,-40%,-12%,-100%,#DIV/0!,#DIV/0!
제이엔케이글로벌,연결,  전년동기대비(%),416.55,-40.26,-11.99,,,,-110%,-70%,-100%,#DIV/0!,#DIV/0!
제이엔케이글로벌,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이엔케이글로벌,연결,당기순이익(억원),73.89,37.84,914.86,,,,-49%,2318%,-100%,#DIV/0!,#DIV/0!
제이엔케이글로벌,연결,  전년동기대비(%),121.89,-48.79,"2,317.71",,,,-140%,-4850%,-100%,#DIV/0!,#DIV/0!
제이엔케이글로벌,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이엘케이,연결,매출액(억원),34.15,24.89,14.28,,,,-27%,-43%,-100%,#DIV/0!,#DIV/0!
제이엘케이,연결,  전년동기대비(%),-9.8,-27.12,-42.63,,,,177%,57%,-100%,#DIV/0!,#DIV/0!
제이엘케이,연결,  컨센서스대비(%),,-26.79,42.8,-,-,-,#DIV/0!,-260%,#VALUE!,#VALUE!,#VALUE!
제이엘케이,연결,영업이익(억원),-86.28,-71.48,-127.32,,,,-17%,78%,-100%,#DIV/0!,#DIV/0!
제이엘케이,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제이엘케이,연결,  컨센서스대비(%),,적지,적지,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
제이엘케이,연결,당기순이익(억원),-93.1,-73.06,-134.48,,,,-22%,84%,-100%,#DIV/0!,#DIV/0!
제이엘케이,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제이엘케이,연결,  컨센서스대비(%),,적지,,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
제이엠멀티,연결,매출액(억원),269.68,275.67,273.09,,,,2%,-1%,-100%,#DIV/0!,#DIV/0!
제이엠멀티,연결,  전년동기대비(%),99.59,2.22,-0.94,,,,-98%,-142%,-100%,#DIV/0!,#DIV/0!
제이엠멀티,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이엠멀티,연결,영업이익(억원),6.97,-11.34,11.8,,,,-263%,-204%,-100%,#DIV/0!,#DIV/0!
제이엠멀티,연결,  전년동기대비(%),흑전,적전,흑전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제이엠멀티,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이엠멀티,연결,당기순이익(억원),-2.76,-19.65,1.11,,,,612%,-106%,-100%,#DIV/0!,#DIV/0!
제이엠멀티,연결,  전년동기대비(%),적전,적지,흑전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제이엠멀티,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이엠아이,연결,매출액(억원),649.25,745.67,804.37,,,,15%,8%,-100%,#DIV/0!,#DIV/0!
제이엠아이,연결,  전년동기대비(%),34.13,14.85,7.87,,,,-56%,-47%,-100%,#DIV/0!,#DIV/0!
제이엠아이,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이엠아이,연결,영업이익(억원),47.28,44.45,40.46,,,,-6%,-9%,-100%,#DIV/0!,#DIV/0!
제이엠아이,연결,  전년동기대비(%),219.03,-5.99,-8.98,,,,-103%,50%,-100%,#DIV/0!,#DIV/0!
제이엠아이,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이엠아이,연결,당기순이익(억원),24.81,24.5,37.7,,,,-1%,54%,-100%,#DIV/0!,#DIV/0!
제이엠아이,연결,  전년동기대비(%),30.85,-1.25,53.88,,,,-104%,-4410%,-100%,#DIV/0!,#DIV/0!
제이엠아이,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이엠티,연결,매출액(억원),906,"1,227.37","1,640.20",,,,35%,34%,-100%,#DIV/0!,#DIV/0!
제이엠티,연결,  전년동기대비(%),14.16,35.47,33.64,,,,150%,-5%,-100%,#DIV/0!,#DIV/0!
제이엠티,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이엠티,연결,영업이익(억원),200.07,148.27,52.84,,,,-26%,-64%,-100%,#DIV/0!,#DIV/0!
제이엠티,연결,  전년동기대비(%),22.43,-25.89,-64.36,,,,-215%,149%,-100%,#DIV/0!,#DIV/0!
제이엠티,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이엠티,연결,당기순이익(억원),294.19,232.48,105.9,,,,-21%,-54%,-100%,#DIV/0!,#DIV/0!
제이엠티,연결,  전년동기대비(%),93.88,-20.98,-54.45,,,,-122%,160%,-100%,#DIV/0!,#DIV/0!
제이엠티,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이오,연결,매출액(억원),676.55,"1,144.94",828.74,,,,69%,-28%,-100%,#DIV/0!,#DIV/0!
제이오,연결,  전년동기대비(%),-14.04,69.23,-27.62,,,,-593%,-140%,-100%,#DIV/0!,#DIV/0!
제이오,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이오,연결,영업이익(억원),-22.65,120.23,-54.57,,,,-631%,-145%,-100%,#DIV/0!,#DIV/0!
제이오,연결,  전년동기대비(%),적지,흑전,적전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제이오,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이오,연결,당기순이익(억원),-56.88,174.19,-88.74,,,,-406%,-151%,-100%,#DIV/0!,#DIV/0!
제이오,연결,  전년동기대비(%),적지,흑전,적전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제이오,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이준코스메틱,연결,매출액(억원),62.46,160.89,156.75,,,,158%,-3%,-100%,#DIV/0!,#DIV/0!
제이준코스메틱,연결,  전년동기대비(%),-58.3,157.59,-2.57,,,,-370%,-102%,-100%,#DIV/0!,#DIV/0!
제이준코스메틱,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이준코스메틱,연결,영업이익(억원),-106.68,-93.88,-54.46,,,,-12%,-42%,-100%,#DIV/0!,#DIV/0!
제이준코스메틱,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제이준코스메틱,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이준코스메틱,연결,당기순이익(억원),-217.03,-67.98,-94.93,,,,-69%,40%,-100%,#DIV/0!,#DIV/0!
제이준코스메틱,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제이준코스메틱,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이투케이바이오,연결,매출액(억원),160.32,284.72,331.29,,,,78%,16%,-100%,#DIV/0!,#DIV/0!
제이투케이바이오,연결,  전년동기대비(%),12.75,77.59,16.36,,,,509%,-79%,-100%,#DIV/0!,#DIV/0!
제이투케이바이오,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이투케이바이오,연결,영업이익(억원),23.24,56.07,36.26,,,,141%,-35%,-100%,#DIV/0!,#DIV/0!
제이투케이바이오,연결,  전년동기대비(%),24.01,141.27,-35.33,,,,488%,-125%,-100%,#DIV/0!,#DIV/0!
제이투케이바이오,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이투케이바이오,연결,당기순이익(억원),20.64,47.98,-16.71,,,,132%,-135%,-100%,#DIV/0!,#DIV/0!
제이투케이바이오,연결,  전년동기대비(%),27.17,132.46,적전,,,,388%,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제이투케이바이오,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이티,연결,매출액(억원),818.59,471.6,495.06,,,,-42%,5%,-100%,#DIV/0!,#DIV/0!
제이티,연결,  전년동기대비(%),24.7,-42.39,4.97,,,,-272%,-112%,-100%,#DIV/0!,#DIV/0!
제이티,연결,  컨센서스대비(%),11.22,,,-,-,-,-100%,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이티,연결,영업이익(억원),150.71,29.6,6.38,,,,-80%,-78%,-100%,#DIV/0!,#DIV/0!
제이티,연결,  전년동기대비(%),34.61,-80.36,-78.45,,,,-332%,-2%,-100%,#DIV/0!,#DIV/0!
제이티,연결,  컨센서스대비(%),22.53,,,-,-,-,-100%,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이티,연결,당기순이익(억원),150.4,54.92,41.73,,,,-63%,-24%,-100%,#DIV/0!,#DIV/0!
제이티,연결,  전년동기대비(%),8.11,-63.48,-24.02,,,,-883%,-62%,-100%,#DIV/0!,#DIV/0!
제이티,연결,  컨센서스대비(%),-3.59,,,-,-,-,-100%,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제일기획,연결,매출액(억원),"42,533.67","41,382.75","43,442.57","45,410","47,750","50,434",-3%,5%,5%,5%,6%
제일기획,연결,  전년동기대비(%),27.89,-2.71,4.98,4.53,5.15,5.62,-110%,-284%,-9%,14%,9%
제일기획,연결,  컨센서스대비(%),1.75,-3.23,-0.48,-,-,-,-285%,-85%,#VALUE!,#VALUE!,#VALUE!
제일기획,연결,영업이익(억원),"3,114.13","3,075.23","3,207.21","3,438","3,711","3,923",-1%,4%,7%,8%,6%
제일기획,연결,  전년동기대비(%),25.48,-1.25,4.29,7.18,7.95,5.7,-105%,-443%,67%,11%,-28%
제일기획,연결,  컨센서스대비(%),-3.56,-3.03,0.01,-,-,-,-15%,-100%,#VALUE!,#VALUE!,#VALUE!
제일기획,연결,당기순이익(억원),"1,958.34","1,901.22","2,083.43","2,190","2,476","2,612",-3%,10%,5%,13%,5%
제일기획,연결,  전년동기대비(%),16.85,-2.92,9.58,5.12,13.05,5.5,-117%,-428%,-47%,155%,-58%
제일기획,연결,  컨센서스대비(%),-12.65,-13.2,-1.52,-,-,-,4%,-88%,#VALUE!,#VALUE!,#VALUE!
제일바이오,연결,매출액(억원),153.49,98.23,139.08,,,,-36%,42%,-100%,#DIV/0!,#DIV/0!
제일바이오,연결,  전년동기대비(%),-9.24,-36,41.59,,,,290%,-216%,-100%,#DIV/0!,#DIV/0!
제일바이오,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제일바이오,연결,영업이익(억원),-14.85,-20.18,-10.62,,,,36%,-47%,-100%,#DIV/0!,#DIV/0!
제일바이오,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제일바이오,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제일바이오,연결,당기순이익(억원),-17.08,-14.46,-4.17,,,,-15%,-71%,-100%,#DIV/0!,#DIV/0!
제일바이오,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제일바이오,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제일약품,연결,매출액(억원),"7,222.30","7,263.94","7,045.42",,,,1%,-3%,-100%,#DIV/0!,#DIV/0!
제일약품,연결,  전년동기대비(%),3.07,0.58,-3.01,,,,-81%,-619%,-100%,#DIV/0!,#DIV/0!
제일약품,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제일약품,연결,영업이익(억원),-135.04,87.31,-189.27,,,,-165%,-317%,-100%,#DIV/0!,#DIV/0!
제일약품,연결,  전년동기대비(%),적지,흑전,적전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제일약품,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제일약품,연결,당기순이익(억원),-150.09,52.01,-301.43,,,,-135%,-680%,-100%,#DIV/0!,#DIV/0!
제일약품,연결,  전년동기대비(%),적지,흑전,적전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제일약품,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제일엠앤에스,연결,매출액(억원),618.62,"1,431.73","2,474.86",,,,131%,73%,-100%,#DIV/0!,#DIV/0!
제일엠앤에스,연결,  전년동기대비(%),-25.08,131.44,72.86,,,,-624%,-45%,-100%,#DIV/0!,#DIV/0!
제일엠앤에스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제일엠앤에스,연결,영업이익(억원),19.99,17.63,"-1,296.16",,,,-12%,-7452%,-100%,#DIV/0!,#DIV/0!
제일엠앤에스,연결,  전년동기대비(%),120.88,-11.81,적전,,,,-110%,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제일엠앤에스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제일엠앤에스,연결,당기순이익(억원),-185.71,-43.63,"-1,215.04",,,,-77%,2685%,-100%,#DIV/0!,#DIV/0!
제일엠앤에스,연결,  전년동기대비(%),적전,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제일엠앤에스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제일연마,연결,매출액(억원),834.35,852.39,819.74,,,,2%,-4%,-100%,#DIV/0!,#DIV/0!
제일연마,연결,  전년동기대비(%),4.62,2.16,-3.83,,,,-53%,-277%,-100%,#DIV/0!,#DIV/0!
제일연마,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제일연마,연결,영업이익(억원),51.29,78.92,57.54,,,,54%,-27%,-100%,#DIV/0!,#DIV/0!
제일연마,연결,  전년동기대비(%),-22.33,53.87,-27.09,,,,-341%,-150%,-100%,#DIV/0!,#DIV/0!
제일연마,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제일연마,연결,당기순이익(억원),22.07,109.17,60.07,,,,395%,-45%,-100%,#DIV/0!,#DIV/0!
제일연마,연결,  전년동기대비(%),-63.79,394.65,-44.98,,,,-719%,-111%,-100%,#DIV/0!,#DIV/0!
제일연마,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제일일렉트릭,연결,매출액(억원),"1,321.55","1,439.86","1,862.87","2,467","3,026",,9%,29%,32%,23%,-100%
제일일렉트릭,연결,  전년동기대비(%),-10.24,8.95,29.38,32.43,22.66,,-187%,228%,10%,-30%,-100%
제일일렉트릭,연결,  컨센서스대비(%),,,12.09,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제일일렉트릭,연결,영업이익(억원),73.9,76.6,89.03,187,277,,4%,16%,110%,48%,-100%
제일일렉트릭,연결,  전년동기대비(%),-42.52,3.65,16.23,110.04,48.13,,-109%,345%,578%,-56%,-100%
